idx,degree,resistance,signal,value,informed,rationale,last_reason
0,9,0.2999890583113435,93.44573493794027,90.143,True,Adjusting towards reliable measurement,evidence
1,3,0.34324798073284046,157.9728876315095,87.075,False,Neighbours' consensus,social
2,2,0.09365646851978549,113.19694619398456,83.705,False,Neighbours' consensus,social
3,7,0.5468324970085986,72.31068155336041,76.456,True,Adjusting towards reliable measurement,evidence
4,9,0.1347877297766164,87.00050954881732,78.923,False,Neighbours' mean,social
5,9,0.2489903161212555,96.43693475539311,88.529,True,Adjusting towards reliable measurement,evidence
6,7,0.4103457700589651,81.54495737231468,81.492,True,Averaging own,evidence
7,7,0.2005654296071322,127.24681272722327,80.2,False,Neighbours' mean,social
8,4,0.2230457337365193,54.49522261059052,55.999,True,Adjusted towards measurement,evidence
9,3,0.24091908620877805,117.12261318806014,104.429,True,Adjusting towards reliable measurement,evidence
10,6,0.4161744853455709,163.61279215193213,80.922,False,Neighbours' mean,social
11,5,0.6250649615377949,81.15921430968505,79.851,True,Adjusted towards measurement,evidence
12,5,0.3549847271598084,118.91198869374804,76.728,False,Neighbours' consensus,social
13,5,0.21584894658637796,87.83468829850648,85.847,True,Adjusting towards reliable measurement,evidence
14,4,0.41468699846969465,43.719137913428554,82.235,False,Neighbours' consensus,social
15,4,0.2784608360232239,88.52615780030497,87.999,True,,evidence
16,3,0.3477043404174618,139.21909927794627,79.492,False,Neighbours' consensus,social
17,3,0.49100014634003486,80.36899019523291,82.341,True,Adjusting towards neighbours,social
18,4,0.2602554860847365,67.39005611527654,76.349,False,Neighbours' consensus,social
19,3,0.351083030116799,83.1126261769342,77.9,False,Neighbours' mean,social
