idx,degree,resistance,signal,value,informed,rationale,last_reason
0,13,0.5616862815161197,931.9507741253669,541.349,False,Adjusted towards neighbours,social
1,7,0.3980188650040668,355.93350737368667,367.561,True,Adjusted towards measurement,evidence
2,9,0.4674485580926887,445.6295752356514,476.459,False,Neighbours' mean,social
3,1,0.6189071839041749,477.94903000040915,565.655,False,Neighbours' consensus,social
4,9,0.5741069588179961,394.6373853501411,402.439,True,Adjusted towards measurement,evidence
5,8,0.23272665441483065,347.9578758647938,366.489,True,Adjusted towards measurement,evidence
6,6,0.4640106101030707,477.5976962346813,469.559,True,,evidence
7,5,0.33183713500427625,761.9672299755173,520.809,False,Adjusted towards neighbours,social
8,6,0.33761373778477305,413.5948953583487,418.0,True,Adjusting towards measurement,evidence
9,5,0.39927182023260466,411.3456892120469,432.5,False,Adjusted towards neighbours,social
10,3,0.36728522853930534,524.133365448998,490.5,False,Adjusted towards neighbours,social
11,4,0.524512820835557,457.5404490912451,420.0,False,Averaging own guess,social
12,3,0.4413245270176392,527.091648889327,513.617,True,,evidence
13,4,0.36460100197913936,759.5154938711403,472.928,False,Neighbours' consensus,social
14,4,0.40326358792945105,257.27661755762495,371.531,False,Neighbours' mean,social
15,3,0.390040919284912,235.15036824363034,239.0,True,Unchanged,evidence
16,3,0.5292894887789127,313.35076777839095,336.69,True,,evidence
17,3,0.32538100834810385,518.9384921045331,513.617,True,Adjusted towards reliable measurement,evidence
18,3,0.38756812419810815,152.8511298984887,496.509,False,Neighbours' mean,social
19,3,0.247508511283793,518.316685308279,509.121,True,Adjusted towards own measurement,evidence
