idx,degree,resistance,signal,value,informed,rationale,last_reason
0,9,0.2999890583113435,542.3468164434521,548.531,True,Adjusted towards reliable measurement,evidence
1,3,0.34324798073284046,846.1436180904172,563.419,False,Neighbours' consensus,social
2,2,0.09365646851978549,635.3364271385756,559.191,False,Adjusting towards neighbours,social
3,7,0.5468324970085986,442.84201338225773,457.121,True,Adjusting towards reliable measurement,evidence
4,9,0.1347877297766164,512.0023989792595,520.0,False,Neighbours' mean,social
5,9,0.2489903161212555,556.4295227104485,552.355,True,Adjusted towards reliable measurement,evidence
6,7,0.4103457700589651,486.31740850229994,496.714,True,Adjusted towards measurement,evidence
7,7,0.2005654296071322,701.4838447479385,563.429,False,Adjusted towards neighbours,social
8,4,0.2230457337365193,358.9660135781365,371.4,True,Adjusted towards measurement,evidence
9,3,0.24091908620877805,653.8186478371199,635.819,True,,evidence
10,6,0.4161744853455709,872.6965478785219,593.551,False,Adjusting towards neighbours,social
11,5,0.6250649615377949,484.5013124281264,500.0,True,Adjusting towards neighbour mean,social
12,5,0.3549847271598084,662.2431099880367,523.071,False,Adjusting towards neighbours,social
13,5,0.21584894658637796,515.9297508858419,515.923,True,Aligning with measurement,evidence
14,4,0.41468699846969465,308.231711371728,513.043,False,Adjusting towards neighbours,social
15,4,0.2784608360232239,519.1852210920105,521.667,True,Adjusted towards mean,social
16,3,0.3477043404174618,757.8499202786988,534.617,False,Adjusted towards neighbours,social
17,3,0.49100014634003486,480.7809009651425,493.115,True,Adjusting towards neighbours,social
18,4,0.2602554860847365,419.67548258410653,512.0,False,Adjusting towards neighbours,social
19,3,0.351083030116799,493.69806531117524,493.9,False,Neighbours' consensus,social
