idx,degree,resistance,signal,value,informed,rationale,last_reason
0,15,0.5449214436395889,90.53445091258467,79.321,False,Neighbours' consensus,social
1,6,0.2765892303619909,68.92303688759898,71.421,True,Adjusted towards reliable measurement,evidence
2,3,0.2866193897283853,73.23603726744973,76.8,False,Neighbours' consensus,social
3,1,0.22124376534125953,115.09667968049071,78.8,False,Neighbours' consensus,social
4,9,0.4538489155189614,166.7751848487249,80.2,False,Neighbours' consensus,social
5,6,0.07381535637436609,121.04617723094077,110.0,True,Moved towards reliable measurement,evidence
6,6,0.5593774117059775,95.32068612877978,88.787,True,Adjusting towards reliable measurement,evidence
7,6,0.25865517189258763,89.07660664960139,85.517,True,Adjusting towards reliable measurement,evidence
8,6,0.3882846915268518,72.08010542389353,76.157,True,Adjusting towards reliable measurement,evidence
9,5,0.3200755549427108,47.22632462860638,79.456,False,Neighbours' influence,social
10,4,0.5254529524453968,120.37171572793753,79.549,False,Neighbours' consensus,social
11,4,0.1027831148602815,89.48085997698442,71.184,False,Neighbours' mean,social
12,4,0.3113099355183791,249.59431678558286,81.722,False,Neighbours' consensus,social
13,4,0.3039134774397901,77.73516828152728,78.492,True,Neighbours' influence,social
14,6,0.4860523330802525,93.01315596061096,85.509,True,Adjusting towards reliable measurement,evidence
15,3,0.21801304792231627,79.59605565194914,80.043,True,Adjusted towards measurement,evidence
16,4,0.3293086150939477,48.04537805715074,50.5,True,Adjusting towards measurement,evidence
17,3,0.24465698984943537,178.6317212760802,72.718,False,Neighbours' consensus,social
18,4,0.3550656496058711,82.40303548196465,85.1,True,Adjusting towards neighbours,social
19,3,0.41993782564589865,131.17657120319342,83.104,False,Neighbours agree,social
